id,chapterNo,chapterTitle,unitNo,unitTitle,wordNo,originalWord,word,translation,partOfSpeech,example,translationSource,exampleSource,qaFlags,source,note
1874,26,Wh-Words and Interjections,124,Wh-Words and Interjections,2,which,which,其中,,This lesson uses the word which in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1875,26,Wh-Words and Interjections,124,Wh-Words and Interjections,3,when,when,當,,This lesson uses the word when in the unit Wh-Words and Interjections.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1876,26,Wh-Words and Interjections,124,Wh-Words and Interjections,4,why,why,為什麼,,This lesson uses the word why in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1877,26,Wh-Words and Interjections,124,Wh-Words and Interjections,5,where,where,哪裡,,This lesson uses the word where in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1878,26,Wh-Words and Interjections,124,Wh-Words and Interjections,6,who,who,誰,,This lesson uses the word who in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1879,26,Wh-Words and Interjections,124,Wh-Words and Interjections,7,whose,whose,誰的,,This lesson uses the word whose in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1880,26,Wh-Words and Interjections,124,Wh-Words and Interjections,8,how,how,如何,,This lesson uses the word how in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1881,26,Wh-Words and Interjections,124,Wh-Words and Interjections,9,whether,whether,是否,,This lesson uses the word whether in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1882,26,Wh-Words and Interjections,124,Wh-Words and Interjections,10,OK,OK,好的,,This lesson uses the word OK in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1883,26,Wh-Words and Interjections,124,Wh-Words and Interjections,11,pardon,pardon,原諒,,This lesson uses the word pardon in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1884,26,Wh-Words and Interjections,124,Wh-Words and Interjections,12,please,please,請,,This lesson uses the word please in the unit Wh-Words and Interjections.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1885,26,Wh-Words and Interjections,124,Wh-Words and Interjections,13,hello,hello,你好,,This lesson uses the word hello in the unit Wh-Words and Interjections.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1886,26,Wh-Words and Interjections,124,Wh-Words and Interjections,14,hey,hey,嘿,,This lesson uses the word hey in the unit Wh-Words and Interjections.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1887,26,Wh-Words and Interjections,124,Wh-Words and Interjections,15,hi,hi,嗨,,This lesson uses the word hi in the unit Wh-Words and Interjections.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1888,26,Wh-Words and Interjections,124,Wh-Words and Interjections,16,goodbye / bye,goodbye / bye,再見/再見,,This lesson uses the word goodbye / bye in the unit Wh-Words and Interjections.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1889,27,Articles and Determiners,125,Articles and Determiners,1,a,a,一個,,This lesson uses the word a in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1890,27,Articles and Determiners,125,Articles and Determiners,2,an,an,一個,,This lesson uses the word an in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1891,27,Articles and Determiners,125,Articles and Determiners,3,the,the,的,,This lesson uses the word the in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1892,27,Articles and Determiners,125,Articles and Determiners,4,this,this,這個,,This lesson uses the word this in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1893,27,Articles and Determiners,125,Articles and Determiners,5,that,that,那個,,This lesson uses the word that in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1894,27,Articles and Determiners,125,Articles and Determiners,6,these,these,這些,,This lesson uses the word these in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1895,27,Articles and Determiners,125,Articles and Determiners,7,those,those,那些,,This lesson uses the word those in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1896,27,Articles and Determiners,125,Articles and Determiners,8,every,every,每個,,This lesson uses the word every in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1897,27,Articles and Determiners,125,Articles and Determiners,9,his,his,他的,,This lesson uses the word his in the unit Articles and Determiners.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1898,27,Articles and Determiners,125,Articles and Determiners,10,her,her,她,,This lesson uses the word her in the unit Articles and Determiners.,machine_translation,generated_example,duplicate_word,Manual correction from page image,manual correction from page image / OCR
1899,27,Articles and Determiners,125,Articles and Determiners,11,my,my,我的,,This lesson uses the word my in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1900,27,Articles and Determiners,125,Articles and Determiners,12,your,your,你的,,This lesson uses the word your in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1901,27,Articles and Determiners,125,Articles and Determiners,13,our,our,我們的,,This lesson uses the word our in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1902,27,Articles and Determiners,125,Articles and Determiners,14,their,their,他們的,,This lesson uses the word their in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1903,27,Articles and Determiners,125,Articles and Determiners,15,its,its,它的,,This lesson uses the word its in the unit Articles and Determiners.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1904,28,Pronouns,126,Pronouns,1,I,I,我,,Try to use I correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1905,28,Pronouns,126,Pronouns,2,me,me,我,,Try to use me correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1906,28,Pronouns,126,Pronouns,3,mine,mine,我的,,Try to use mine correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1907,28,Pronouns,126,Pronouns,4,myself,myself,我自己,,Try to use myself correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1908,28,Pronouns,126,Pronouns,5,we,we,我們,,Try to use we correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1909,28,Pronouns,126,Pronouns,6,us,us,我們,,Try to use us correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1910,28,Pronouns,126,Pronouns,7,ours,ours,我們的,,Try to use ours correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1911,28,Pronouns,126,Pronouns,8,ourselves,ourselves,我們自己,,Try to use ourselves correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1912,28,Pronouns,126,Pronouns,9,you,you,你,,Try to use you correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1913,28,Pronouns,126,Pronouns,10,you (object),you (object),你（對象）,,Try to use you (object) correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1914,28,Pronouns,126,Pronouns,11,yours,yours,你的,,Try to use yours correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1915,28,Pronouns,126,Pronouns,12,yourself,yourself,你自己,,Try to use yourself correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1916,28,Pronouns,126,Pronouns,13,yourselves,yourselves,你們自己,,Try to use yourselves correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
1917,28,Pronouns,126,Pronouns,14,he,he,他,,Try to use he correctly in a sentence.,machine_translation,generated_example,,Manual correction from page image,manual correction from page image / OCR
